bench,tray,expect_layer,sorted_Elayer,actural_layer,plots,innoculator,jars,harvest_time,lines,reps,number
2,70,140,2,2,9500,3,22,3,357,19,6
2,84,168,2,1,11409,3,20,2,357,21,2
1,11,22,2,1,1472,2,9,4,358,2,9
1,23,45,1,2,3009,1,5,8,358,6,4
2,46,92,2,1,6235,2,5,9,358,12,11
2,62,124,2,2,8413,5,19,2,358,14,1
2,78,156,2,1,10590,2,26,2,358,18,3
2,81,162,2,2,10976,3,27,3,358,20,2
1,15,29,1,2,1918,1,3,3,359,5,8
1,39,78,2,2,5292,4,8,11,359,10,5
2,83,165,1,2,11197,3,20,2,359,21,10
1,17,33,1,1,2195,1,9,4,360,4,2
1,21,41,1,2,2772,1,9,7,360,6,3
1,16,32,2,1,2142,2,3,3,361,4,12
1,38,75,1,1,5040,4,8,8,361,10,7
2,80,159,1,1,10766,2,27,3,361,21,1
1,4,7,1,1,441,1,20,2,362,2,2
1,8,16,2,1,1042,2,2,1,362,3,2
2,56,112,2,1,7585,6,16,6,362,13,16
2,68,135,1,2,9172,3,22,5,362,17,3
1,36,72,2,1,20085,4,8,8,362,30,12
1,7,13,1,2,829,1,2,1,363,2,22
1,23,46,2,1,3086,1,5,8,363,4,7
1,25,50,2,1,3377,4,3,9,363,5,8
1,32,64,2,2,4308,2,7,10,363,8,8
1,40,79,1,2,5372,4,9,5,363,10,20
2,54,107,1,2,7240,6,14,6,363,13,9
2,66,131,1,1,8896,3,21,6,363,16,9
2,80,160,2,1,10859,2,27,3,363,19,4
2,84,167,1,2,11327,3,20,2,363,21,11
1,1,1,1,1,58,1,1,1,364,1,9
1,5,9,1,2,588,1,1,3,364,2,14
1,7,14,2,1,912,1,2,1,364,3,3
1,13,26,2,2,1732,2,3,5,364,4,1
1,20,39,1,1,2627,1,9,7,364,5,25
1,22,43,1,2,2896,1,5,8,364,6,10
1,24,48,2,2,3241,3,5,8,364,7,8
1,34,68,2,1,4490,4,7,10,364,8,6
1,39,77,1,1,5222,4,8,11,364,10,31
2,58,115,1,2,7797,5,17,6,364,15,21
2,68,135,1,2,9118,3,22,5,364,17,25
2,74,147,1,1,9957,3,24,5,364,18,5
2,75,150,2,2,10174,3,24,3,364,19,14
2,77,154,2,1,10443,2,24,3,364,21,1
1,13,25,1,1,1686,2,3,5,365,3,11
1,28,55,1,1,3689,1,6,2,365,7,15
2,53,106,2,1,7187,6,14,6,365,12,27
2,64,127,1,1,8595,3,19,2,365,16,17
2,65,129,1,1,8708,3,19,2,365,17,9
2,79,157,1,2,10652,2,26,2,365,18,15
1,1,2,2,2,116,1,1,1,367,1,23
1,7,14,2,1,902,1,2,1,367,3,20
1,9,18,2,1,1170,1,2,3,367,4,13
1,10,20,2,1,1321,1,2,3,367,5,7
1,26,51,1,2,3432,5,6,2,367,7,26
1,32,63,1,1,4244,2,7,10,367,8,14
1,38,76,2,1,5142,4,8,8,367,11,16
2,46,92,2,2,6223,2,5,9,367,12,11
2,49,98,2,1,6537,6,12,6,367,13,16
2,54,107,1,2,7234,6,14,6,367,14,12
2,56,111,1,2,7524,6,16,6,367,15,20
2,67,134,2,1,9070,3,21,6,367,16,3
2,68,136,2,1,9197,3,22,5,367,17,6
2,69,138,2,2,9355,3,14,13,367,18,9
2,79,157,1,2,10668,2,26,2,367,20,1
1,36,71,1,1,20087,4,8,8,367,30,11
1,4,8,2,2,486,1,20,2,368,1,6
1,10,19,1,2,1239,1,2,3,368,2,15
1,14,27,1,2,1807,1,3,3,368,3,15
1,19,37,1,1,2475,2,4,6,368,5,14
1,24,48,2,1,3264,3,5,8,368,6,7
1,25,49,1,1,3303,4,3,9,368,7,34
2,47,93,1,2,6319,2,10,9,368,14,13
2,60,119,1,1,8035,5,18,6,368,17,17
2,62,123,1,1,8365,5,19,2,368,18,14
2,67,133,1,1,8983,3,21,6,368,19,20
1,36,71,1,1,20088,4,8,8,368,30,12
1,1,1,1,1,56,1,1,1,369,1,13
1,4,8,2,1,533,1,20,2,369,2,2
1,13,26,2,2,1746,2,3,5,369,4,6
1,14,27,1,2,1837,1,3,3,369,5,1
1,16,31,1,1,2101,2,3,3,369,6,1
1,18,36,2,1,2439,2,4,6,369,7,3
1,26,51,1,2,3454,5,6,2,369,9,4
1,41,82,2,1,5564,4,3,9,369,10,2
2,68,136,2,1,9215,3,22,5,369,15,1
1,31,61,1,1,4129,4,3,9,370,7,7
2,45,89,1,1,6003,2,5,9,370,11,6
2,82,163,1,1,11076,3,27,3,370,20,4
1,25,49,1,2,3283,4,3,9,371,7,19
1,30,60,2,2,4041,5,7,5,371,8,11
2,45,89,1,2,6008,2,5,9,371,12,11
1,36,72,2,1,20089,4,8,8,371,30,16
1,14,28,2,1,1854,1,3,3,372,4,3
1,16,31,1,2,2064,2,3,3,372,5,9
1,27,54,2,2,3637,4,6,2,372,7,6
1,37,73,1,2,4938,4,8,8,372,11,11
2,50,99,1,1,6731,6,12,6,372,13,21
2,62,123,1,1,8369,5,19,2,372,17,8
2,82,163,1,2,11022,3,27,3,372,20,3
1,2,3,1,2,144,1,1,1,373,2,8
1,10,20,2,2,1305,1,2,3,373,3,1
1,13,25,1,2,1694,2,3,5,373,4,7
1,16,31,1,1,2106,2,3,3,373,5,21
1,22,44,2,2,2953,1,5,8,373,7,4
1,39,78,2,2,5264,4,8,11,373,10,6
2,57,114,2,2,7740,6,7,12,373,13,3
2,68,135,1,2,9142,3,22,5,373,17,8
1,4,8,2,1,488,1,20,2,374,2,2
1,15,30,2,1,1962,1,3,3,374,5,4
2,53,105,1,2,7092,6,14,6,374,15,1
2,65,129,1,1,8763,3,19,2,374,17,3
1,1,2,2,1,87,1,1,1,375,1,6
1,12,24,2,1,1514,1,3,5,375,4,8
1,13,25,1,2,1695,2,3,5,375,5,3
1,39,77,1,1,5215,4,8,11,375,10,25
2,54,107,1,1,7222,6,14,6,375,13,18
2,71,141,1,1,9565,3,22,3,375,17,15
2,74,148,2,1,10031,3,24,5,375,18,3
2,75,149,1,1,10088,3,24,3,375,19,14
2,83,165,1,2,11206,3,20,2,375,21,15
1,36,72,2,1,20091,4,8,8,375,30,5
1,14,27,1,1,1802,1,3,3,376,3,3
1,17,33,1,1,2212,1,9,4,376,4,3
1,27,54,2,1,3640,4,6,2,376,6,12
1,40,79,1,1,5347,4,9,5,376,10,18
2,53,105,1,1,7116,6,14,6,376,13,10
2,79,157,1,1,10670,2,26,2,376,19,6
2,81,162,2,1,11015,3,27,3,376,20,4
1,4,7,1,1,409,1,20,2,377,1,11
1,25,49,1,1,3293,4,3,9,377,3,27
1,26,51,1,2,3439,5,6,2,377,4,6
1,37,73,1,1,4921,4,8,8,377,8,23
2,45,89,1,2,6022,2,5,9,377,11,9
2,53,106,2,1,7197,6,14,6,377,13,5
2,62,124,2,1,8406,5,19,2,377,16,1
2,64,128,2,1,8683,3,19,2,377,17,1
2,69,137,1,1,9286,3,14,13,377,18,18
2,71,142,2,2,9614,3,22,3,377,19,6
2,80,160,2,1,10837,2,27,3,377,20,1
2,81,161,1,1,10892,3,27,3,377,21,16
1,36,71,1,1,20092,4,8,8,377,30,13
1,5,9,1,2,575,1,1,3,378,3,13
1,11,22,2,2,1478,2,9,4,378,6,14
1,30,59,1,1,3987,5,7,5,378,8,6
1,32,64,2,1,4350,2,7,10,378,9,23
1,33,66,2,1,4455,4,7,10,378,10,4
2,45,89,1,1,5986,2,5,9,378,12,7
2,47,94,2,1,6376,2,10,9,378,13,10
2,70,140,2,1,9507,3,22,3,378,18,4
1,12,24,2,1,1577,1,3,5,379,2,5
1,34,68,2,2,4595,4,7,10,379,8,2
1,35,70,2,1,4711,4,7,10,379,9,7
1,41,82,2,2,5536,4,3,9,379,11,7
2,62,123,1,1,8372,5,19,2,379,14,14
2,72,143,1,2,9728,3,23,8,379,17,5
2,74,148,2,2,10013,3,24,5,379,18,2
1,19,38,2,2,2565,2,4,6,380,5,10
1,25,50,2,1,3383,4,3,9,380,6,2
1,28,55,1,1,3747,1,6,2,380,7,18
1,34,68,2,2,4587,4,7,10,380,8,9
1,38,75,1,1,5083,4,8,8,380,9,12
1,42,84,2,1,5703,4,20,2,380,10,6
2,46,91,1,1,6135,2,5,9,380,11,12
2,53,105,1,1,7115,6,14,6,380,13,11
2,55,109,1,1,7370,6,15,5,380,14,13
2,57,113,1,2,7659,6,7,12,380,15,10
2,64,128,2,1,8695,3,19,2,380,17,5
2,67,134,2,1,9084,3,21,6,380,18,2
1,5,9,1,1,620,1,1,3,382,3,11
1,27,53,1,2,3562,4,6,2,382,8,16
1,34,67,1,2,4500,4,7,10,382,9,10
1,37,73,1,1,4926,4,8,8,382,10,7
2,81,161,1,2,10888,3,27,3,382,21,10
1,11,22,2,1,1471,2,9,4,384,4,11
2,46,91,1,2,6134,2,5,9,384,12,4
2,66,131,1,2,8916,3,21,6,384,15,6
1,15,29,1,2,1953,1,3,3,385,4,3
1,8,16,2,2,1037,2,2,1,387,1,2
1,24,47,1,1,3183,3,5,8,387,6,7
1,27,53,1,1,3551,4,6,2,387,8,7
1,32,63,1,1,4229,2,7,10,387,10,15
2,45,89,1,1,6025,2,5,9,387,11,1
2,53,105,1,2,7085,6,14,6,387,14,9
2,64,127,1,1,8606,3,19,2,387,17,3
1,5,9,1,1,585,1,1,3,388,2,27
1,11,21,1,1,1395,2,9,4,388,4,17
1,15,29,1,1,1908,1,3,3,388,6,12
1,21,41,1,1,2766,1,9,7,388,8,5
1,32,63,1,1,4226,2,7,10,388,9,3
1,41,82,2,2,5523,4,3,9,388,11,5
2,46,92,2,1,6211,2,5,9,388,13,2
2,57,113,1,1,7669,6,7,12,388,17,12
2,74,147,1,2,9938,3,24,5,388,19,3
2,83,165,1,1,11170,3,20,2,388,21,9
1,1,1,1,1,28,1,1,1,389,1,11
1,2,4,2,2,234,1,1,1,389,2,1
1,14,27,1,2,1823,1,3,3,389,8,8
1,34,68,2,1,4585,4,7,10,389,10,6
2,50,100,2,1,6799,6,12,6,389,12,9
2,59,117,1,1,7918,5,5,9,389,14,21
2,61,122,2,1,8293,3,18,6,389,15,12
2,71,141,1,1,9569,3,22,3,389,19,1
2,78,155,1,1,10489,2,26,2,389,20,5
2,81,161,1,1,10919,3,27,3,389,21,8
1,5,10,2,1,564,1,1,3,390,3,6
1,6,12,2,1,800,1,1,3,390,4,4
1,22,43,1,1,2886,1,5,8,390,5,11
1,39,78,2,1,5248,4,8,11,390,9,11
1,42,83,1,2,5639,4,20,2,390,10,5
2,45,90,2,1,6013,2,5,9,390,11,9
1,7,14,2,2,920,1,2,1,391,2,2
1,17,34,2,1,2280,1,9,4,391,5,11
2,43,86,2,1,5798,4,10,2,391,11,17
2,58,115,1,1,7814,5,17,6,391,15,19
2,67,133,1,1,8978,3,21,6,391,18,19
1,9,17,1,1,1162,1,2,3,392,2,10
1,18,35,1,1,2374,2,4,6,392,3,3
1,2,4,2,1,244,1,1,1,393,1,4
1,6,12,2,2,739,1,1,3,393,3,8
1,8,16,2,1,1030,2,2,1,393,4,4
1,12,23,1,2,1511,1,3,5,393,5,5
1,14,27,1,1,1775,1,3,3,393,6,2
1,29,57,1,1,3836,1,3,9,393,9,5
1,37,74,2,1,5001,4,8,8,393,11,3
2,44,88,2,2,5977,4,10,2,393,12,6
2,45,90,2,1,6088,2,5,9,393,13,11
2,49,97,1,1,6594,6,12,6,393,15,9
2,55,110,2,2,7434,6,15,5,393,16,15
2,74,148,2,2,9942,3,24,5,393,20,7
1,11,21,1,1,1387,2,9,4,394,3,15
1,25,49,1,1,3319,4,3,9,394,7,1
1,29,57,1,2,3828,1,3,9,394,9,5
1,30,60,2,1,4065,5,7,5,394,10,6
2,44,87,1,2,5878,4,10,2,394,12,7
2,46,92,2,2,6219,2,5,9,394,13,8
2,58,115,1,2,7785,5,17,6,394,16,9
1,34,67,1,2,4497,4,7,10,395,9,12
2,65,129,1,1,8760,3,19,2,395,16,12
2,70,139,1,2,9438,3,22,3,395,19,11
1,1,1,1,1,35,1,1,1,396,1,4
1,9,17,1,1,1156,1,2,3,396,3,4
1,11,21,1,2,1374,2,9,4,396,5,15
1,17,34,2,1,2305,1,9,4,396,6,5
1,27,53,1,1,3574,4,6,2,396,9,4
2,63,125,1,2,8492,2,19,2,396,14,1
2,71,142,2,1,9599,3,22,3,396,16,2
1,11,22,2,1,1448,2,9,4,397,2,1
1,26,51,1,1,3407,5,6,2,397,5,4
1,30,59,1,1,3968,5,7,5,397,7,4
1,31,62,2,1,4175,4,3,9,397,8,1
1,39,78,2,1,5276,4,8,11,397,10,3
1,42,83,1,1,5647,4,20,2,397,11,6
2,65,129,1,2,8712,3,19,2,397,17,10
1,5,10,2,1,675,1,1,3,398,1,6
1,10,20,2,1,1333,1,2,3,398,4,3
1,20,39,1,2,2638,1,9,7,398,7,5
1,31,61,1,1,4142,4,3,9,398,9,11
2,54,107,1,1,7264,6,14,6,398,15,13
2,70,139,1,1,9449,3,22,3,398,18,1
1,4,8,2,2,501,1,20,2,400,1,1
1,9,17,1,2,1090,1,2,3,400,2,14
1,11,22,2,1,1487,2,9,4,400,3,14
1,12,24,2,1,1594,1,3,5,400,4,6
1,13,25,1,2,1675,2,3,5,400,5,3
1,20,39,1,1,2628,1,9,7,400,10,3
1,39,77,1,2,5232,4,8,11,400,11,10
2,49,98,2,1,6651,6,12,6,400,14,10
2,50,100,2,1,6793,6,12,6,400,15,6
2,55,109,1,2,7419,6,15,5,400,17,16
2,58,116,2,1,7884,5,17,6,400,19,2
2,71,142,2,1,9641,3,22,3,400,21,1
1,8,15,1,2,989,2,2,1,401,1,6
1,13,25,1,1,1674,2,3,5,401,3,22
1,27,54,2,1,3541,4,6,2,401,5,5
1,29,57,1,2,3813,1,3,9,401,6,1
2,47,94,2,2,6371,2,10,9,401,11,4
1,27,53,1,1,3559,4,6,2,402,6,3
1,32,64,2,1,4309,2,7,10,402,9,6
2,49,97,1,1,6599,6,12,6,402,13,22
1,6,12,2,2,811,1,1,3,404,2,12
1,14,28,2,1,1852,1,3,3,404,5,15
1,27,54,2,2,3636,4,6,2,404,7,10
2,71,142,2,1,9587,3,22,3,404,19,1
1,9,18,2,1,1169,1,2,3,405,3,2
1,18,35,1,1,2316,2,4,6,405,4,12
1,20,40,2,1,2687,1,9,7,405,5,3
1,24,47,1,1,3137,3,5,8,405,6,8
1,30,60,2,1,4025,5,7,5,405,9,1
2,47,93,1,1,6258,2,10,9,405,13,12
2,55,109,1,1,7389,6,15,5,405,14,15
2,56,112,2,1,7586,6,16,6,405,15,13
2,64,127,1,2,8607,3,19,2,405,17,9
1,9,18,2,1,1210,1,2,3,406,4,7
1,10,19,1,1,1231,1,2,3,406,5,5
1,28,55,1,1,3725,1,6,2,406,8,3
1,33,65,1,1,4363,4,7,10,406,9,9
1,17,34,2,1,2277,1,9,4,408,3,6
1,30,59,1,1,4007,5,7,5,408,5,5
1,32,63,1,1,4265,2,7,10,408,6,2
1,34,67,1,1,4512,4,7,10,408,8,26
1,38,75,1,1,5071,4,8,8,408,10,7
2,44,88,2,2,5949,4,10,2,408,11,14
2,57,114,2,1,7718,6,7,12,408,14,3
2,68,135,1,2,9133,3,22,5,408,18,13
2,78,155,1,1,10499,2,26,2,408,20,10
1,4,7,1,2,440,1,20,2,409,2,17
1,16,32,2,1,2151,2,3,3,409,6,7
1,23,46,2,2,3024,1,5,8,409,7,3
1,30,60,2,1,4048,5,7,5,409,8,2
2,54,108,2,1,7339,6,14,6,409,12,6
2,73,146,2,1,9883,3,23,8,409,18,1
1,23,46,2,1,3097,1,5,8,410,5,5
1,35,69,1,1,4689,4,7,10,410,7,9
2,69,137,1,2,9297,3,14,13,410,17,3
1,4,7,1,1,415,1,20,2,411,1,10
1,7,14,2,2,924,1,2,1,411,2,1
1,16,31,1,2,2043,2,3,3,411,5,7
1,19,37,1,2,2455,2,4,6,411,6,13
1,23,45,1,1,3059,1,5,8,411,8,5
1,38,75,1,2,5076,4,8,8,411,10,5
1,40,80,2,1,5383,4,9,5,411,11,4
2,45,89,1,1,6044,2,5,9,411,12,9
2,46,92,2,2,6200,2,5,9,411,13,2
2,55,110,2,1,7443,6,15,5,411,17,3
2,80,159,1,1,10759,2,27,3,411,21,8
1,7,14,2,2,855,1,2,1,412,1,5
1,8,15,1,2,1011,2,2,1,412,2,2
1,11,21,1,2,1422,2,9,4,412,3,8
1,22,43,1,1,2907,1,5,8,412,6,3
1,25,49,1,2,3311,4,3,9,412,7,6
1,27,54,2,1,3618,4,6,2,412,8,12
1,32,63,1,1,4243,2,7,10,412,9,6
2,43,86,2,1,5824,4,10,2,412,12,7
2,44,87,1,2,5923,4,10,2,412,13,5
2,52,103,1,1,6941,6,13,6,412,16,7
2,53,106,2,1,7208,6,14,6,412,17,11
2,67,133,1,1,9028,3,21,6,412,18,12
1,4,7,1,1,479,1,20,2,414,1,4
1,5,9,1,1,577,1,1,3,414,2,14
1,12,23,1,2,1564,1,3,5,414,3,12
1,24,48,2,1,3217,3,5,8,414,6,1
1,25,50,2,1,3386,4,3,9,414,7,7
1,32,63,1,1,4277,2,7,10,414,9,12
2,47,94,2,2,6384,2,10,9,414,13,27
2,54,108,2,1,7299,6,14,6,414,15,16
2,60,120,2,1,8112,5,18,6,414,16,6
2,71,142,2,2,9603,3,22,3,414,18,1
2,75,149,1,2,10084,3,24,3,414,19,19
1,20,40,2,1,2717,1,9,7,416,3,4
1,21,41,1,1,2737,1,9,7,416,4,5
1,28,55,1,1,3728,1,6,2,416,6,7
1,31,62,2,1,4179,4,3,9,416,7,5
1,32,63,1,1,4230,2,7,10,416,8,4
1,39,77,1,1,5189,4,8,11,416,10,10
2,43,86,2,2,5807,4,10,2,416,11,6
2,58,116,2,1,7875,5,17,6,416,13,8
2,60,119,1,1,8026,5,18,6,416,14,2
2,66,131,1,1,8862,3,21,6,416,17,5
2,69,137,1,2,9273,3,14,13,416,18,3
1,6,12,2,1,813,1,1,3,417,1,4
1,7,14,2,1,921,1,2,1,417,2,3
1,8,16,2,1,974,2,2,1,417,3,12
1,20,40,2,2,2666,1,9,7,417,4,12
1,26,51,1,2,3443,5,6,2,417,6,8
1,42,84,2,1,5695,4,20,2,417,11,11
2,48,96,2,1,6502,6,10,9,417,12,9
2,59,117,1,2,7943,5,5,9,417,15,5
2,61,121,1,2,8165,3,18,6,417,16,17
2,65,130,2,2,8794,3,19,2,417,17,3
2,67,133,1,1,9031,3,21,6,417,18,14
2,74,148,2,1,10046,3,24,5,417,19,1
2,81,161,1,1,10925,3,27,3,417,20,10
2,83,165,1,1,11175,3,20,2,417,21,14
1,21,42,2,1,20099,1,9,7,417,30,10
1,3,6,2,1,362,1,1,1,418,2,3
1,35,69,1,2,4676,4,7,10,418,8,22
2,53,106,2,1,7171,6,14,6,418,14,10
2,57,113,1,2,7663,6,7,12,418,15,13
2,60,120,2,1,8126,5,18,6,418,16,3
2,70,139,1,1,9441,3,22,3,418,18,24
2,72,144,2,1,9754,3,23,8,418,19,1
2,80,160,2,2,10780,2,27,3,418,21,5
1,5,10,2,2,630,1,1,3,419,3,3
1,13,25,1,2,1654,2,3,5,419,5,3
1,14,28,2,1,1896,1,3,3,419,6,4
2,57,113,1,2,7677,6,7,12,419,14,9
2,75,149,1,1,10104,3,24,3,419,20,4
1,30,59,1,1,3985,5,7,5,421,8,3
1,32,64,2,1,4347,2,7,10,421,9,1
1,41,81,1,1,5498,4,3,9,421,11,6
2,52,103,1,1,7002,6,13,6,421,13,4
2,57,113,1,1,7653,6,7,12,421,15,1
2,60,120,2,1,8102,5,18,6,421,16,1
1,36,71,1,1,20100,4,8,8,421,30,4
1,20,39,1,1,2626,1,9,7,422,4,4
1,23,46,2,2,3102,1,5,8,422,5,4
1,38,76,2,1,5139,4,8,8,422,10,1
2,72,144,2,2,9773,3,23,8,422,18,2
1,4,8,2,2,537,1,20,2,424,1,5
1,11,21,1,1,1381,2,9,4,424,2,22
1,32,64,2,1,4323,2,7,10,424,8,8
1,37,74,2,2,4981,4,8,8,424,10,5
2,53,105,1,1,7089,6,14,6,424,13,15
2,55,109,1,2,7356,6,15,5,424,14,23
2,65,130,2,1,8831,3,19,2,424,16,7
2,83,166,2,1,11267,3,20,2,424,20,4
1,10,20,2,1,1346,1,2,3,425,1,9
1,12,23,1,1,1541,1,3,5,425,3,20
1,13,25,1,1,1672,2,3,5,425,4,22
1,20,39,1,1,2613,1,9,7,425,6,19
1,24,47,1,2,3180,3,5,8,425,7,15
1,25,49,1,1,3266,4,3,9,425,8,3
1,27,54,2,2,3656,4,6,2,425,9,12
1,32,63,1,1,4225,2,7,10,425,10,6
2,45,90,2,1,6075,2,5,9,425,12,23
2,54,107,1,2,7209,6,14,6,425,14,40
2,61,121,1,1,8189,3,18,6,425,18,25
2,62,124,2,1,8426,5,19,2,425,19,4
2,69,137,1,1,9304,3,14,13,425,20,21
2,82,163,1,1,11029,3,27,3,425,21,7
1,7,13,1,2,875,1,2,1,426,1,9
1,9,18,2,1,1189,1,2,3,426,2,3
1,13,25,1,1,1676,2,3,5,426,3,10
1,14,27,1,2,1836,1,3,3,426,4,5
1,19,37,1,1,2489,2,4,6,426,5,2
1,24,47,1,1,3166,3,5,8,426,6,5
1,33,65,1,1,4410,4,7,10,426,8,7
2,48,96,2,1,6500,6,10,9,426,12,19
2,55,110,2,1,7440,6,15,5,426,15,4
2,66,132,2,1,8942,3,21,6,426,17,6
2,70,139,1,2,9444,3,22,3,426,19,13
1,15,30,2,1,1930,1,3,3,427,4,11
1,17,34,2,1,2295,1,9,4,427,5,6
1,24,48,2,1,3223,3,5,8,427,7,7
2,50,99,1,1,6728,6,12,6,427,13,14
2,69,137,1,2,9324,3,14,13,427,17,12
2,83,165,1,1,11210,3,20,2,427,20,25
1,2,4,2,1,264,1,1,1,428,1,6
1,29,58,2,2,3920,1,3,9,428,8,3
1,38,75,1,1,5069,4,8,8,428,11,12
2,47,93,1,1,6304,2,10,9,428,13,3
2,49,98,2,1,6623,6,12,6,428,14,12
2,60,119,1,1,8082,5,18,6,428,19,13
2,75,150,2,2,10144,3,24,3,428,20,5
2,78,155,1,1,10494,2,26,2,428,21,6
1,9,17,1,2,1115,1,2,3,429,3,3
1,15,29,1,1,1932,1,3,3,429,4,2
1,23,46,2,1,3096,1,5,8,429,5,1
1,24,47,1,1,3174,3,5,8,429,6,3
1,28,55,1,1,3674,1,6,2,429,7,3
1,41,82,2,1,5539,4,3,9,429,10,3
2,47,94,2,1,6354,2,10,9,429,11,9
2,53,105,1,2,7106,6,14,6,429,13,5
2,56,112,2,2,7599,6,16,6,429,14,4
2,65,130,2,1,8790,3,19,2,429,16,3
2,67,133,1,1,9049,3,21,6,429,17,5
2,71,141,1,1,9588,3,22,3,429,19,5
2,75,150,2,1,10143,3,24,3,429,21,3
1,4,7,1,1,444,1,20,2,430,1,7
1,6,12,2,2,776,1,1,3,430,2,1
1,9,17,1,2,1109,1,2,3,430,3,9
1,10,19,1,1,1226,1,2,3,430,4,3
1,11,22,2,1,1490,2,9,4,430,5,3
1,15,29,1,1,1920,1,3,3,430,6,14
1,16,32,2,2,2150,2,3,3,430,7,3
1,27,53,1,2,3580,4,6,2,430,8,2
1,28,56,2,1,3808,1,6,2,430,9,2
1,35,70,2,1,4732,4,7,10,430,11,4
2,44,87,1,2,5914,4,10,2,430,12,18
2,49,97,1,1,6541,6,12,6,430,13,2
2,56,111,1,2,7549,6,16,6,430,14,7
2,57,114,2,1,7737,6,7,12,430,15,8
2,60,120,2,1,8071,5,18,6,430,16,9
2,75,150,2,2,10161,3,24,3,430,18,4
2,79,157,1,2,10665,2,26,2,430,19,2
2,80,160,2,2,10878,2,27,3,430,20,3
2,82,163,1,1,11089,3,27,3,430,21,7
1,1,1,1,2,44,1,1,1,431,1,8
1,10,20,2,2,1325,1,2,3,431,2,2
1,14,27,1,2,1840,1,3,3,431,5,18
1,21,41,1,2,2778,1,9,7,431,7,11
1,22,44,2,2,2985,1,5,8,431,8,3
1,34,68,2,1,4622,4,7,10,431,10,14
2,56,111,1,1,7540,6,16,6,431,14,10
2,57,114,2,1,7696,6,7,12,431,15,14
2,63,126,2,1,8543,2,19,2,431,17,1
1,13,25,1,1,1692,2,3,5,432,3,9
1,17,34,2,1,2296,1,9,4,432,4,25
1,22,43,1,2,2874,1,5,8,432,5,24
1,23,46,2,1,3045,1,5,8,432,6,3
1,25,50,2,1,3361,4,3,9,432,7,20
1,33,65,1,1,4382,4,7,10,432,8,4
1,35,69,1,1,4697,4,7,10,432,9,12
2,45,90,2,2,6072,2,5,9,432,11,10
2,48,95,1,2,6402,6,10,9,432,12,30
2,77,153,1,1,10341,2,24,3,432,19,14
1,4,8,2,2,535,1,20,2,433,1,8
1,6,11,1,1,681,1,1,3,433,2,19
1,8,15,1,2,997,2,2,1,433,3,28
1,9,18,2,1,1196,1,2,3,433,4,10
1,14,28,2,1,1886,1,3,3,433,6,14
1,35,70,2,1,4753,4,7,10,433,9,8
1,38,76,2,1,5116,4,8,8,433,10,20
2,44,87,1,2,5900,4,10,2,433,11,25
2,58,116,2,1,7847,5,17,6,433,14,7
2,63,126,2,1,8562,2,19,2,433,15,6
2,75,150,2,2,10147,3,24,3,433,16,8
1,13,25,1,1,1636,2,3,5,434,4,4
1,18,35,1,2,2385,2,4,6,434,5,7
1,19,37,1,1,2520,2,4,6,434,6,21
1,28,56,2,1,3756,1,6,2,434,7,1
1,38,76,2,2,5131,4,8,8,434,9,3
2,48,95,1,1,6439,6,10,9,434,11,14
2,50,99,1,1,6721,6,12,6,434,13,16
2,63,125,1,1,8464,2,19,2,434,16,5
2,70,139,1,1,9385,3,22,3,434,20,6
1,9,18,2,2,1206,1,2,3,435,2,10
1,18,36,2,2,2412,2,4,6,435,3,4
1,20,39,1,1,2653,1,9,7,435,5,13
1,23,45,1,1,3014,1,5,8,435,6,15
2,49,98,2,2,6637,6,12,6,435,12,12
2,53,106,2,1,7206,6,14,6,435,14,3
2,55,109,1,2,7395,6,15,5,435,15,12
2,56,111,1,1,7536,6,16,6,435,16,13
2,58,115,1,1,7799,5,17,6,435,18,4
1,5,10,2,1,665,1,1,3,436,2,7
1,11,22,2,2,1484,2,9,4,436,5,12
1,17,33,1,1,2225,1,9,4,436,6,9
1,18,35,1,2,2323,2,4,6,436,7,2
1,23,45,1,1,3050,1,5,8,436,8,25
2,46,92,2,1,6243,2,5,9,436,11,6
2,59,118,2,2,7978,5,5,9,436,14,12
2,69,137,1,2,9305,3,14,13,436,15,22
2,70,139,1,1,9452,3,22,3,436,16,13
2,75,149,1,1,10136,3,24,3,436,18,2
2,77,154,2,1,10367,2,24,3,436,20,1
2,83,165,1,2,11158,3,20,2,436,21,8
1,4,7,1,2,466,1,20,2,437,2,1
1,21,41,1,2,2796,1,9,7,437,7,9
1,23,46,2,1,3077,1,5,8,437,8,12
2,45,89,1,1,5991,2,5,9,437,12,8
2,49,98,2,1,6653,6,12,6,437,14,16
1,1,1,1,2,19,1,1,1,438,1,21
1,3,6,2,1,278,1,1,1,438,2,4
1,6,12,2,2,816,1,1,3,438,3,9
1,12,23,1,1,1557,1,3,5,438,4,6
1,22,43,1,1,2904,1,5,8,438,7,7
2,46,92,2,1,6218,2,5,9,438,12,15
2,49,97,1,1,6588,6,12,6,438,13,19
2,59,118,2,1,8016,5,5,9,438,15,9
2,73,145,1,2,9858,3,23,8,438,17,8
2,81,161,1,1,10918,3,27,3,438,20,30
1,5,9,1,1,568,1,1,3,439,3,5
1,11,21,1,1,1399,2,9,4,439,4,17
1,13,26,2,2,1750,2,3,5,439,5,5
1,17,33,1,2,2248,1,9,4,439,6,19
1,32,64,2,1,4331,2,7,10,439,7,1
1,35,70,2,1,4755,4,7,10,439,8,8
1,38,76,2,2,5111,4,8,8,439,10,6
