bench,tray,expect_layer,sorted_Elayer,actural_layer,plots,innoculator,jars,harvest_time,lines,reps,number
2,48,95,1,2,6411,6,10,9,178,11,22
2,58,116,2,2,7815,5,17,6,178,15,9
2,77,154,2,1,10458,2,24,3,178,19,1
2,83,166,2,1,11279,3,20,2,178,21,5
1,10,19,1,2,1293,1,2,3,180,3,2
1,13,25,1,2,1642,2,3,5,180,4,7
2,64,127,1,1,8636,3,19,2,180,18,5
1,18,35,1,1,2369,2,4,6,181,5,11
2,53,105,1,1,7127,6,14,6,181,13,8
1,20,39,1,2,2606,1,9,7,187,3,8
1,27,53,1,1,3598,4,6,2,187,4,11
2,54,108,2,1,7220,6,14,6,187,13,7
2,59,117,1,1,7936,5,5,9,187,14,7
2,60,120,2,2,8125,5,18,6,187,15,14
1,2,4,2,2,230,1,1,1,188,1,12
1,13,25,1,2,1638,2,3,5,188,2,6
1,14,28,2,2,1884,1,3,3,188,3,8
1,42,84,2,1,5699,4,20,2,188,10,5
2,57,113,1,2,7680,6,7,12,188,15,2
1,4,7,1,1,435,1,20,2,189,1,2
1,40,79,1,1,5309,4,9,5,190,10,1
1,41,82,2,1,5569,4,3,9,190,11,2
2,47,94,2,1,6282,2,10,9,190,13,3
2,59,117,1,1,7959,5,5,9,190,15,2
1,3,6,2,1,385,1,1,1,192,1,3
1,33,65,1,1,4392,4,7,10,192,9,17
2,45,89,1,1,6034,2,5,9,192,12,1
1,7,13,1,1,891,1,2,1,196,3,8
1,9,17,1,2,1121,1,2,3,196,4,8
1,22,44,2,2,2943,1,5,8,196,8,2
1,39,77,1,1,5218,4,8,11,196,10,4
2,48,95,1,1,6409,6,10,9,196,11,17
2,77,153,1,1,10369,2,24,3,196,20,10
1,2,4,2,1,139,1,1,1,197,1,5
1,3,6,2,1,368,1,1,1,197,2,7
1,20,39,1,2,2592,1,9,7,197,6,16
1,26,51,1,1,3434,5,6,2,197,8,10
1,29,58,2,2,3913,1,3,9,197,9,2
2,60,120,2,1,8152,5,18,6,197,13,12
2,67,134,2,2,9067,3,21,6,197,15,15
2,69,138,2,1,9376,3,14,13,197,16,11
2,74,148,2,1,10033,3,24,5,197,19,4
1,12,24,2,1,1502,1,3,5,198,2,6
1,24,48,2,2,3263,3,5,8,198,4,6
1,40,79,1,1,5322,4,9,5,198,10,10
2,43,86,2,2,5830,4,10,2,198,12,9
2,57,114,2,2,7713,6,7,12,198,13,8
2,80,160,2,1,10877,2,27,3,198,20,2
2,83,165,1,1,11211,3,20,2,198,21,14
1,6,11,1,1,698,1,1,3,199,2,3
1,9,17,1,1,1157,1,2,3,199,3,3
2,47,93,1,1,6280,2,10,9,199,13,8
2,59,118,2,2,7950,5,5,9,199,18,4
1,6,11,1,1,695,1,1,3,200,1,9
1,16,31,1,2,2096,2,3,3,200,3,8
1,23,45,1,1,3033,1,5,8,200,5,7
1,24,47,1,1,3145,3,5,8,200,6,8
1,35,70,2,2,4730,4,7,10,200,8,4
1,37,73,1,2,4949,4,8,8,200,10,6
1,40,79,1,1,5371,4,9,5,200,11,6
2,53,105,1,1,7125,6,14,6,200,14,8
2,61,122,2,1,8296,3,18,6,200,16,4
1,9,18,2,2,1209,1,2,3,201,3,5
1,11,22,2,1,1479,2,9,4,201,4,11
1,17,33,1,1,2228,1,9,4,201,5,20
1,18,36,2,1,2391,2,4,6,201,6,4
1,27,54,2,1,3659,4,6,2,201,8,6
1,41,82,2,2,5477,4,3,9,201,11,4
2,49,97,1,1,6565,6,12,6,202,11,22
2,62,123,1,1,8339,5,19,2,202,15,6
2,67,133,1,1,9033,3,21,6,202,18,10
1,14,28,2,1,1835,1,3,3,203,4,6
1,16,32,2,1,2123,2,3,3,203,5,6
1,17,34,2,1,2292,1,9,4,203,6,5
2,44,88,2,1,5968,4,10,2,203,11,15
2,57,113,1,2,7665,6,7,12,203,16,1
2,81,161,1,1,10940,3,27,3,203,20,5
2,83,165,1,1,11224,3,20,2,203,21,4
1,18,36,2,1,2405,2,4,6,204,4,1
1,23,45,1,1,3040,1,5,8,204,6,13
1,31,61,1,1,4153,4,3,9,204,9,4
2,44,87,1,2,5916,4,10,2,204,11,14
1,15,29,1,2,1978,1,3,3,205,3,11
1,18,36,2,2,2445,2,4,6,205,4,17
1,19,37,1,2,2505,2,4,6,205,5,5
1,33,66,2,2,4486,4,7,10,205,6,3
1,34,68,2,2,4612,4,7,10,205,7,6
1,35,69,1,1,4681,4,7,10,205,8,12
1,40,80,2,1,5408,4,9,5,205,9,9
1,41,81,1,2,5462,4,3,9,205,10,8
2,48,96,2,1,6483,6,10,9,205,11,10
2,56,112,2,1,7577,6,16,6,205,15,3
2,74,148,2,2,10008,3,24,5,205,20,1
1,19,38,2,1,2558,2,4,6,206,4,8
1,23,46,2,1,3116,1,5,8,206,6,13
1,37,73,1,1,4918,4,8,8,206,8,8
1,38,76,2,1,5122,4,8,8,206,9,6
1,41,81,1,2,5447,4,3,9,206,10,17
2,63,126,2,1,8509,2,19,2,206,14,9
2,71,141,1,2,9576,3,22,3,206,17,6
1,6,12,2,1,766,1,1,3,207,1,7
1,28,55,1,1,3714,1,6,2,207,6,1
2,44,87,1,2,5918,4,10,2,207,12,19
2,58,116,2,2,7861,5,17,6,207,16,3
1,1,1,1,2,13,1,1,1,208,1,17
1,4,7,1,2,428,1,20,2,208,2,11
1,8,15,1,1,1019,2,2,1,208,4,9
1,18,35,1,2,2378,2,4,6,208,7,15
1,19,37,1,1,2465,2,4,6,208,8,1
1,26,51,1,1,3442,5,6,2,208,9,4
1,42,83,1,1,5646,4,20,2,208,11,7
2,48,95,1,1,6393,6,10,9,208,13,11
2,56,111,1,1,7492,6,16,6,208,16,14
2,62,124,2,1,8410,5,19,2,208,18,4
2,69,138,2,1,9372,3,14,13,208,19,11
2,77,154,2,1,10387,2,24,3,208,21,2
1,20,39,1,2,2649,1,9,7,209,4,10
1,40,80,2,1,5403,4,9,5,209,9,14
1,41,82,2,1,5521,4,3,9,209,10,9
2,53,105,1,1,7148,6,14,6,209,16,16
2,55,109,1,1,7363,6,15,5,209,17,20
2,56,112,2,1,7569,6,16,6,209,18,31
2,57,114,2,2,7723,6,7,12,209,19,11
2,79,158,2,1,10718,2,26,2,209,21,4
1,8,15,1,2,982,2,2,1,212,1,4
1,13,26,2,1,1767,2,3,5,212,2,1
1,20,40,2,2,2708,1,9,7,212,4,12
2,46,92,2,1,6217,2,5,9,212,11,5
2,58,116,2,1,7877,5,17,6,212,16,8
2,59,118,2,2,7976,5,5,9,212,17,2
2,69,138,2,1,9357,3,14,13,212,20,1
1,8,15,1,2,998,2,2,1,213,2,14
1,10,20,2,1,1304,1,2,3,213,3,4
1,31,62,2,1,4182,4,3,9,213,8,5
1,33,66,2,1,4436,4,7,10,213,9,5
2,44,87,1,1,5924,4,10,2,213,11,6
2,63,126,2,1,8551,2,19,2,213,15,2
2,70,139,1,2,9420,3,22,3,213,17,1
2,74,147,1,2,9972,3,24,5,213,19,4
2,84,167,1,2,11325,3,20,2,213,21,3
1,12,24,2,2,1616,1,3,5,214,5,11
1,19,38,2,1,2452,2,4,6,214,7,16
1,22,43,1,1,2858,1,5,8,214,8,18
2,47,93,1,1,6316,2,10,9,214,11,39
2,53,105,1,2,7083,6,14,6,214,12,7
2,59,118,2,2,8012,5,5,9,214,13,15
2,64,127,1,2,8591,3,19,2,214,14,6
2,67,133,1,1,8977,3,21,6,214,16,8
1,21,41,1,1,2785,1,9,7,215,5,6
1,38,76,2,1,5124,4,8,8,215,10,5
2,47,93,1,1,6308,2,10,9,215,11,3
1,2,3,1,1,187,1,1,1,217,1,13
1,13,26,2,1,1735,2,3,5,217,2,4
1,18,35,1,2,2344,2,4,6,217,3,10
1,22,43,1,2,2906,1,5,8,217,4,4
1,24,47,1,1,3147,3,5,8,217,5,2
1,42,84,2,1,5670,4,20,2,217,11,8
2,74,147,1,1,9979,3,24,5,217,18,15
1,2,3,1,2,204,1,1,1,218,1,11
1,8,16,2,1,1036,2,2,1,218,2,8
1,9,17,1,1,1100,1,2,3,218,3,5
1,12,23,1,1,1521,1,3,5,218,5,11
1,21,41,1,1,2795,1,9,7,218,6,7
1,22,43,1,1,2877,1,5,8,218,7,8
1,27,53,1,1,3595,4,6,2,218,8,9
1,30,59,1,2,3976,5,7,5,218,9,4
1,37,74,2,1,5019,4,8,8,218,11,1
2,43,85,1,1,5762,4,10,2,218,12,5
2,54,108,2,1,7330,6,14,6,218,14,5
2,57,114,2,1,7734,6,7,12,218,15,3
2,58,115,1,1,7765,5,17,6,218,16,7
2,72,143,1,2,9663,3,23,8,218,18,9
2,77,153,1,2,10404,2,24,3,218,19,1
2,81,161,1,1,10883,3,27,3,218,20,1
2,83,165,1,1,11203,3,20,2,218,21,2
1,11,21,1,2,1425,2,9,4,219,2,6
1,12,23,1,1,1531,1,3,5,219,3,7
1,13,26,2,1,1671,2,3,5,219,4,5
1,14,28,2,1,1892,1,3,3,219,5,11
1,23,46,2,1,3087,1,5,8,219,8,10
1,24,48,2,1,3212,3,5,8,219,9,12
1,37,73,1,1,4933,4,8,8,219,10,8
1,42,84,2,2,5688,4,20,2,219,11,6
2,43,86,2,1,5840,4,10,2,219,12,16
2,44,87,1,1,5908,4,10,2,219,13,11
2,55,110,2,2,7435,6,15,5,219,15,11
2,67,134,2,1,9106,3,21,6,219,16,7
2,70,139,1,2,9413,3,22,3,219,17,2
2,72,143,1,2,9658,3,23,8,219,18,13
2,74,147,1,2,9999,3,24,5,219,19,13
2,80,160,2,2,10856,2,27,3,219,20,2
2,82,164,2,1,11146,3,27,3,219,21,1
1,5,10,2,2,644,1,1,3,220,1,1
1,11,21,1,2,1378,2,9,4,220,3,12
1,13,25,1,1,1644,2,3,5,220,5,4
1,17,34,2,1,2247,1,9,4,220,6,3
1,37,74,2,2,5012,4,8,8,220,9,1
1,42,83,1,1,5580,4,20,2,220,10,11
2,49,98,2,1,6613,6,12,6,220,13,6
2,59,117,1,1,7908,5,5,9,220,15,4
2,77,154,2,1,10466,2,24,3,220,18,1
2,80,159,1,2,10796,2,27,3,220,20,9
1,10,19,1,1,1252,1,2,3,221,1,4
1,27,54,2,2,3653,4,6,2,221,6,4
1,29,58,2,2,3919,1,3,9,221,7,5
1,41,81,1,1,5499,4,3,9,221,10,16
1,42,84,2,2,5662,4,20,2,221,11,14
2,48,96,2,1,6495,6,10,9,221,12,20
2,53,105,1,2,7146,6,14,6,221,13,9
2,67,133,1,2,9021,3,21,6,221,18,6
2,70,139,1,2,9417,3,22,3,221,20,5
2,77,153,1,1,10385,2,24,3,221,21,10
1,36,72,2,1,20053,4,8,8,221,30,6
1,1,2,2,2,80,1,1,1,222,1,3
1,2,4,2,2,258,1,1,1,222,2,2
1,30,59,1,1,3957,5,7,5,222,6,4
1,37,73,1,1,4941,4,8,8,222,8,3
1,38,75,1,1,5045,4,8,8,222,9,8
1,40,80,2,1,5402,4,9,5,222,10,14
2,43,86,2,2,5767,4,10,2,222,11,11
2,64,127,1,1,8615,3,19,2,222,17,9
2,68,136,2,1,9200,3,22,5,222,18,7
2,74,148,2,2,10049,3,24,5,222,19,3
2,52,103,1,1,6958,6,13,6,224,14,14
2,60,120,2,2,8155,5,18,6,224,15,5
1,1,1,1,2,70,1,1,1,225,1,9
1,6,12,2,1,782,1,1,3,225,3,4
1,34,67,1,2,4496,4,7,10,225,8,26
2,47,94,2,2,6353,2,10,9,225,12,12
1,9,18,2,2,1194,1,2,3,226,3,2
1,19,37,1,1,2488,2,4,6,226,4,8
1,30,59,1,1,3998,5,7,5,226,7,4
1,34,67,1,1,4560,4,7,10,226,9,3
2,76,151,1,1,10206,3,24,3,226,20,1
2,78,156,2,1,10593,2,26,2,226,21,1
1,2,4,2,1,214,1,1,1,228,1,20
1,10,19,1,1,1267,1,2,3,228,5,8
2,47,94,2,1,6340,2,10,9,228,13,8
1,5,9,1,1,618,1,1,3,229,2,6
1,14,27,1,2,1796,1,3,3,229,5,5
1,16,32,2,2,2117,2,3,3,229,6,7
2,72,143,1,1,9709,3,23,8,229,19,9
1,36,71,1,1,20055,4,8,8,229,30,3
1,2,3,1,2,210,1,1,1,231,1,33
1,9,17,1,1,1113,1,2,3,231,2,22
1,17,33,1,2,2211,1,9,4,231,5,8
1,18,36,2,1,2406,2,4,6,231,6,25
1,19,38,2,2,2578,2,4,6,231,7,19
1,38,75,1,1,5072,4,8,8,231,10,3
2,46,91,1,2,6155,2,5,9,231,11,32
2,61,121,1,2,8222,3,18,6,231,15,13
2,71,142,2,1,9628,3,22,3,231,16,8
2,78,156,2,1,10594,2,26,2,231,18,15
2,81,162,2,1,11013,3,27,3,231,20,17
2,82,163,1,2,11067,3,27,3,231,21,45
1,2,4,2,2,240,1,1,1,232,1,1
1,13,25,1,2,1698,2,3,5,232,5,5
1,27,54,2,1,3626,4,6,2,232,8,9
2,66,131,1,1,8906,3,21,6,232,18,2
1,18,36,2,1,2408,2,4,6,233,2,16
1,24,47,1,1,3194,3,5,8,233,5,8
1,27,53,1,1,3611,4,6,2,233,6,18
1,35,69,1,1,4651,4,7,10,233,8,16
1,39,78,2,1,5279,4,8,11,233,10,6
1,41,82,2,1,5550,4,3,9,233,11,14
2,53,106,2,2,7104,6,14,6,233,15,8
2,74,147,1,1,9976,3,24,5,233,19,16
2,76,151,1,1,10216,3,24,3,233,20,15
1,1,2,2,2,98,1,1,1,235,1,13
1,4,7,1,1,478,1,20,2,235,2,8
1,10,19,1,2,1236,1,2,3,235,3,5
1,16,31,1,2,2108,2,3,3,235,4,3
1,20,40,2,1,2667,1,9,7,235,5,2
1,23,46,2,1,3081,1,5,8,235,6,3
1,27,53,1,2,3567,4,6,2,235,8,4
1,33,66,2,1,4437,4,7,10,235,9,25
1,35,70,2,1,4725,4,7,10,235,10,9
1,42,83,1,1,5611,4,20,2,235,11,7
2,53,106,2,1,7193,6,14,6,235,12,14
2,54,107,1,1,7260,6,14,6,235,13,11
2,77,153,1,1,10362,2,24,3,235,18,14
2,78,156,2,2,10548,2,26,2,235,19,3
2,79,157,1,1,10627,2,26,2,235,20,8
1,3,6,2,2,406,1,1,1,236,1,3
1,7,13,1,2,844,1,2,1,236,3,15
1,10,19,1,1,1253,1,2,3,236,4,17
1,13,26,2,1,1739,2,3,5,236,5,4
1,14,27,1,1,1828,1,3,3,236,6,23
1,28,55,1,1,3692,1,6,2,236,9,14
2,43,85,1,1,5743,4,10,2,236,11,32
2,44,87,1,1,5904,4,10,2,236,12,19
2,45,90,2,1,6067,2,5,9,236,13,3
2,52,104,2,1,7039,6,13,6,236,15,17
2,53,105,1,2,7142,6,14,6,236,16,18
2,55,109,1,2,7360,6,15,5,236,17,24
2,74,148,2,1,10038,3,24,5,236,21,7
1,23,45,1,2,3063,1,5,8,237,3,17
1,30,60,2,2,4026,5,7,5,237,6,3
1,42,83,1,1,5610,4,20,2,237,10,24
2,57,113,1,1,7637,6,7,12,237,17,16
2,73,145,1,1,9854,3,23,8,237,20,31
1,1,2,2,1,112,1,1,1,238,1,10
1,14,28,2,2,1860,1,3,3,238,4,4
1,32,63,1,2,4267,2,7,10,238,8,15
1,38,75,1,1,5090,4,8,8,238,9,3
1,39,77,1,1,5186,4,8,11,238,10,17
2,55,110,2,1,7472,6,15,5,238,13,6
2,60,119,1,1,8065,5,18,6,238,14,22
2,63,126,2,2,8535,2,19,2,238,15,3
2,70,140,2,1,9502,3,22,3,238,17,2
2,74,147,1,1,9929,3,24,5,238,19,9
1,2,4,2,2,205,1,1,1,239,1,5
1,5,10,2,2,653,1,1,3,239,2,5
1,25,50,2,1,3341,4,3,9,239,6,5
1,28,55,1,1,3711,1,6,2,239,7,8
2,48,96,2,1,6513,6,10,9,239,11,5
2,55,110,2,2,7426,6,15,5,239,14,2
1,6,12,2,2,789,1,1,3,240,1,11
1,9,18,2,1,1214,1,2,3,240,2,5
1,15,30,2,1,2009,1,3,3,240,4,1
1,17,34,2,2,2257,1,9,4,240,5,12
1,23,45,1,1,3003,1,5,8,240,6,8
1,38,75,1,1,5091,4,8,8,240,9,10
2,55,110,2,2,7468,6,15,5,240,14,17
2,60,120,2,1,8113,5,18,6,240,16,5
2,75,149,1,1,10117,3,24,3,240,20,10
1,1,2,2,2,124,1,1,1,241,1,2
1,5,10,2,1,659,1,1,3,241,2,7
1,12,24,2,1,1626,1,3,5,241,4,16
1,29,58,2,1,3908,1,3,9,241,7,7
1,31,62,2,1,4180,4,3,9,241,9,6
2,45,89,1,1,6028,2,5,9,241,13,10
2,52,104,2,1,7044,6,13,6,241,15,7
2,56,111,1,2,7482,6,16,6,241,16,9
2,81,162,2,1,10947,3,27,3,241,20,7
2,84,167,1,2,11299,3,20,2,241,21,12
1,1,1,1,2,54,1,1,1,242,1,4
1,4,7,1,2,465,1,20,2,242,3,8
1,29,57,1,1,3825,1,3,9,242,9,6
1,33,66,2,1,4453,4,7,10,242,10,6
2,61,121,1,1,8197,3,18,6,242,17,2
2,83,165,1,2,11204,3,20,2,242,21,2
1,12,23,1,1,1498,1,3,5,243,6,11
1,14,28,2,1,1859,1,3,3,243,7,10
2,44,88,2,1,5966,4,10,2,243,12,3
2,54,108,2,1,7303,6,14,6,243,13,2
2,59,117,1,1,7961,5,5,9,243,16,10
2,63,126,2,1,8531,2,19,2,243,18,4
2,83,166,2,1,11283,3,20,2,243,21,8
1,9,17,1,2,1101,1,2,3,245,1,17
1,11,21,1,2,1413,2,9,4,245,2,5
1,14,27,1,2,1794,1,3,3,245,3,7
1,15,29,1,1,1936,1,3,3,245,4,10
1,18,35,1,2,2352,2,4,6,245,5,11
1,39,78,2,2,5254,4,8,11,245,10,3
2,52,103,1,2,6979,6,13,6,245,14,25
2,57,114,2,1,7706,6,7,12,245,15,1
2,75,149,1,1,10132,3,24,3,245,18,3
2,76,151,1,1,10256,3,24,3,245,19,3
1,36,72,2,1,20061,4,8,8,245,30,22
1,15,29,1,1,1935,1,3,3,246,5,7
1,25,49,1,1,3291,4,3,9,246,6,9
1,26,52,2,2,3477,5,6,2,246,7,2
2,57,113,1,1,7645,6,7,12,246,12,9
2,76,151,1,2,10247,3,24,3,246,17,8
2,79,157,1,1,10640,2,26,2,246,18,9
1,8,15,1,1,1003,2,2,1,247,3,3
1,9,17,1,2,1161,1,2,3,247,4,33
1,13,26,2,1,1723,2,3,5,247,5,2
1,17,33,1,2,2210,1,9,4,247,7,8
1,26,51,1,2,3469,5,6,2,247,9,3
2,47,93,1,1,6314,2,10,9,247,11,1
2,53,105,1,2,7074,6,14,6,247,13,12
2,62,123,1,1,8320,5,19,2,247,15,6
2,69,138,2,2,9360,3,14,13,247,16,6
2,71,142,2,2,9649,3,22,3,247,17,4
1,36,71,1,1,20063,4,8,8,247,30,10
1,1,2,2,1,118,1,1,1,248,1,2
1,8,16,2,2,1059,2,2,1,248,2,18
1,10,19,1,1,1295,1,2,3,248,3,9
1,16,32,2,2,2118,2,3,3,248,4,3
1,24,47,1,2,3131,3,5,8,248,5,8
1,26,51,1,1,3402,5,6,2,248,6,3
2,43,86,2,1,5836,4,10,2,248,12,16
2,48,95,1,1,6444,6,10,9,248,13,18
2,59,118,2,1,7973,5,5,9,248,15,7
2,63,125,1,2,8441,2,19,2,248,17,11
2,67,133,1,2,9047,3,21,6,248,18,30
2,71,141,1,1,9589,3,22,3,248,20,4
1,4,7,1,1,477,1,20,2,249,2,13
1,34,67,1,2,4528,4,7,10,249,9,18
1,19,37,1,1,2500,2,4,6,252,4,9
2,52,103,1,2,6950,6,13,6,252,13,15
2,66,132,2,2,8966,3,21,6,252,17,4
2,74,147,1,1,9960,3,24,5,252,19,6
2,84,167,1,1,11329,3,20,2,252,21,3
1,36,72,2,1,20065,4,8,8,252,30,5
1,1,1,1,1,50,1,1,1,254,1,16
1,11,21,1,1,1407,2,9,4,254,2,15
1,15,30,2,1,1994,1,3,3,254,3,10
1,19,38,2,1,2525,2,4,6,254,4,11
1,22,44,2,2,2982,1,5,8,254,5,8
1,23,45,1,1,3018,1,5,8,254,6,18
1,26,52,2,1,3507,5,6,2,254,7,2
1,33,65,1,1,4357,4,7,10,254,8,12
1,40,79,1,2,5332,4,9,5,254,10,14
1,42,83,1,2,5650,4,20,2,254,11,5
2,43,85,1,1,5736,4,10,2,254,12,30
2,47,93,1,1,6315,2,10,9,254,14,21
2,53,105,1,1,7097,6,14,6,254,15,18
2,65,129,1,2,8771,3,19,2,254,17,9
2,67,134,2,1,9075,3,21,6,254,18,3
2,71,141,1,2,9557,3,22,3,254,19,21
2,74,148,2,2,10005,3,24,5,254,20,2
2,77,153,1,1,10399,2,24,3,254,21,22
1,10,20,2,2,1316,1,2,3,255,1,1
1,12,23,1,2,1530,1,3,5,255,2,7
1,14,28,2,1,1850,1,3,3,255,4,3
1,17,34,2,1,2294,1,9,4,255,5,3
1,23,45,1,1,3056,1,5,8,255,9,7
1,25,50,2,1,3372,4,3,9,255,10,9
1,33,65,1,2,4394,4,7,10,255,11,4
2,46,91,1,1,6145,2,5,9,255,12,11
2,47,94,2,1,6365,2,10,9,255,13,1
2,78,156,2,1,10554,2,26,2,255,19,3
2,79,157,1,1,10634,2,26,2,255,20,8
1,12,23,1,2,1554,1,3,5,256,4,2
1,18,35,1,1,2379,2,4,6,256,6,4
1,21,41,1,1,2734,1,9,7,256,8,2
1,32,64,2,1,4307,2,7,10,256,9,7
1,34,67,1,1,4543,4,7,10,256,10,4
2,43,85,1,1,5760,4,10,2,256,11,11
2,52,103,1,1,6947,6,13,6,256,12,7
2,53,106,2,1,7205,6,14,6,256,13,3
2,62,124,2,1,8409,5,19,2,256,15,2
2,74,147,1,1,9990,3,24,5,256,18,7
1,14,28,2,1,1858,1,3,3,257,3,6
1,15,30,2,1,2035,1,3,3,257,4,9
1,16,31,1,2,2047,2,3,3,257,5,4
1,20,39,1,1,2608,1,9,7,257,6,16
1,21,41,1,1,2749,1,9,7,257,7,11
1,40,80,2,2,5409,4,9,5,257,9,14
1,42,84,2,2,5672,4,20,2,257,11,16
2,44,87,1,1,5902,4,10,2,257,12,13
2,54,108,2,2,7308,6,14,6,257,15,20
2,55,110,2,2,7459,6,15,5,257,16,16
2,56,112,2,1,7563,6,16,6,257,17,7
2,62,123,1,1,8349,5,19,2,257,18,12
2,71,141,1,1,9541,3,22,3,257,20,16
1,3,6,2,1,399,1,1,1,259,1,5
1,5,10,2,2,598,1,1,3,259,2,6
1,10,20,2,1,1347,1,2,3,259,4,15
1,16,31,1,2,2070,2,3,3,259,5,11
1,28,56,2,1,3807,1,6,2,259,6,6
1,30,59,1,2,3949,5,7,5,259,7,5
1,34,68,2,1,4614,4,7,10,259,8,10
1,42,83,1,1,5641,4,20,2,259,11,12
2,54,108,2,1,7333,6,14,6,259,13,13
2,69,138,2,1,9354,3,14,13,259,17,4
2,74,147,1,2,9996,3,24,5,259,19,9
2,83,165,1,2,11171,3,20,2,259,21,7
1,9,18,2,2,1182,1,2,3,261,1,3
1,14,27,1,2,1818,1,3,3,261,2,15
1,25,50,2,2,3325,4,3,9,261,5,2
1,27,54,2,1,3654,4,6,2,261,6,7
1,37,73,1,2,4942,4,8,8,261,9,12
2,44,87,1,1,5897,4,10,2,261,12,30
2,47,94,2,2,6388,2,10,9,261,14,2
2,48,95,1,1,6428,6,10,9,261,15,10
2,52,104,2,1,7014,6,13,6,261,17,5
2,56,112,2,1,7592,6,16,6,261,18,10
2,63,126,2,1,8529,2,19,2,261,19,2
2,78,156,2,2,10604,2,26,2,261,21,1
1,2,4,2,1,220,1,1,1,262,2,6
1,12,24,2,2,1586,1,3,5,262,4,2
1,30,59,1,1,3994,5,7,5,262,8,12
1,31,62,2,1,4209,4,3,9,262,9,6
2,61,121,1,1,8217,3,18,6,262,17,7
2,83,166,2,1,11181,3,20,2,262,21,1
1,9,17,1,2,1149,1,2,3,263,2,23
1,18,35,1,1,2383,2,4,6,263,5,14
1,23,45,1,1,3062,1,5,8,263,7,3
2,52,104,2,2,7047,6,13,6,263,12,12
2,53,105,1,2,7082,6,14,6,263,13,10
2,62,123,1,1,8364,5,19,2,263,16,3
2,79,157,1,1,10643,2,26,2,263,20,7
1,36,71,1,1,20067,4,8,8,263,30,4
1,5,10,2,2,660,1,1,3,264,1,10
1,9,18,2,2,1222,1,2,3,264,2,7
1,12,23,1,1,1499,1,3,5,264,3,18
1,15,29,1,2,1924,1,3,3,264,4,9
2,54,107,1,1,7224,6,14,6,264,11,24
2,56,112,2,1,7615,6,16,6,264,12,22
2,71,141,1,1,9591,3,22,3,264,18,15
1,4,7,1,2,459,1,20,2,265,1,3
2,53,106,2,1,7161,6,14,6,265,13,13
2,60,120,2,1,8145,5,18,6,265,17,4
2,61,122,2,2,8283,3,18,6,265,18,15
2,66,132,2,2,8858,3,21,6,265,19,10
1,10,19,1,2,1277,1,2,3,266,1,9
1,16,32,2,1,2155,2,3,3,266,3,18
1,19,38,2,1,2538,2,4,6,266,4,5
1,20,40,2,2,2669,1,9,7,266,5,2
1,22,44,2,1,2952,1,5,8,266,7,2
1,28,56,2,2,3773,1,6,2,266,9,22
1,29,58,2,1,3880,1,3,9,266,10,14
2,49,97,1,1,6534,6,12,6,266,14,11
2,54,107,1,2,7216,6,14,6,266,16,8
2,59,117,1,1,7891,5,5,9,266,17,4
2,60,120,2,2,8030,5,18,6,266,18,5
2,80,160,2,1,10823,2,27,3,266,20,2
1,3,6,2,1,387,1,1,1,267,1,9
1,5,10,2,2,649,1,1,3,267,2,16
1,9,18,2,1,1185,1,2,3,267,4,2
1,21,41,1,1,2743,1,9,7,267,6,6
1,25,50,2,1,3399,4,3,9,267,7,21
1,37,73,1,2,4906,4,8,8,267,10,26
2,44,88,2,2,5970,4,10,2,267,12,5
2,64,128,2,2,8696,3,19,2,267,16,7
2,68,135,1,2,9115,3,22,5,267,18,34
1,14,27,1,2,1833,1,3,3,268,2,7
1,15,30,2,2,1989,1,3,3,268,3,1
1,24,47,1,1,3203,3,5,8,268,8,3
1,38,76,2,2,5114,4,8,8,268,11,2
2,48,96,2,1,6504,6,10,9,268,12,2
2,73,145,1,2,9804,3,23,8,268,19,1
1,25,49,1,1,3338,4,3,9,271,5,7
1,42,84,2,2,5665,4,20,2,271,10,6
2,46,91,1,1,6126,2,5,9,271,12,7
2,47,94,2,1,6378,2,10,9,271,13,13
2,54,107,1,1,7270,6,14,6,271,15,11
2,63,125,1,2,8448,2,19,2,271,17,2
1,1,2,2,1,106,1,1,1,272,1,6
1,2,4,2,1,238,1,1,1,272,2,5
1,5,10,2,1,642,1,1,3,272,3,5
1,35,69,1,2,4663,4,7,10,272,10,29
1,40,80,2,1,5438,4,9,5,272,11,10
2,44,88,2,2,5948,4,10,2,272,12,39
2,72,143,1,2,9678,3,23,8,272,18,19
2,84,167,1,2,11295,3,20,2,272,21,5
1,1,1,1,1,49,1,1,1,273,1,21
1,4,8,2,1,544,1,20,2,273,2,4
1,13,25,1,2,1639,2,3,5,273,3,15
1,15,29,1,1,1965,1,3,3,273,4,15
1,20,39,1,2,2607,1,9,7,273,5,27
1,37,74,2,2,4983,4,8,8,273,8,13
1,40,80,2,1,5436,4,9,5,273,10,12
2,46,91,1,2,6179,2,5,9,273,12,20
2,56,111,1,1,7490,6,16,6,273,15,20
2,59,117,1,1,7942,5,5,9,273,17,20
2,66,132,2,1,8970,3,21,6,273,19,9
2,72,143,1,1,9727,3,23,8,273,21,18
1,4,7,1,1,481,1,20,2,274,1,11
1,11,21,1,1,1370,2,9,4,274,3,17
1,18,36,2,1,2404,2,4,6,274,5,27
1,23,46,2,2,3080,1,5,8,274,7,5
1,26,51,1,1,3437,5,6,2,274,8,13
1,30,59,1,1,4002,5,7,5,274,9,5
1,41,81,1,1,5515,4,3,9,274,10,9
2,47,93,1,1,6295,2,10,9,274,12,18
